,C,Precision,Recall,Fscore
193,0.193,0.6884,0.5938,0.6283
194,0.194,0.6884,0.5938,0.6283
195,0.195,0.6884,0.5938,0.6283
196,0.196,0.6884,0.5938,0.6283
197,0.197,0.6906,0.6,0.6332
198,0.198,0.6884,0.5938,0.6283
199,0.199,0.6906,0.6,0.6332
200,0.2,0.6906,0.6,0.6332
201,0.201,0.6906,0.6,0.6332
202,0.202,0.6906,0.6,0.6332
203,0.203,0.6906,0.6,0.6332
204,0.204,0.6906,0.6,0.6332
205,0.205,0.6906,0.6,0.6332
206,0.206,0.6906,0.6,0.6332
207,0.207,0.6857,0.6,0.6316
208,0.208,0.6857,0.6,0.6316
209,0.209,0.6857,0.6,0.6316
210,0.21,0.6906,0.6,0.6332
211,0.211,0.6906,0.6,0.6332
212,0.212,0.6906,0.6,0.6332
213,0.213,0.6906,0.6,0.6332
214,0.214,0.6906,0.6,0.6332
215,0.215,0.6906,0.6,0.6332
216,0.216,0.6906,0.6,0.6332
217,0.217,0.6906,0.6,0.6332
218,0.218,0.6906,0.6,0.6332
219,0.219,0.6906,0.6,0.6332
220,0.22,0.6884,0.5938,0.6283
221,0.221,0.6884,0.5938,0.6283
222,0.222,0.6884,0.5938,0.6283
223,0.223,0.6884,0.5938,0.6283
224,0.224,0.6884,0.5938,0.6283
225,0.225,0.6884,0.5938,0.6283
226,0.226,0.6884,0.5938,0.6283
227,0.227,0.6884,0.5938,0.6283
228,0.228,0.6884,0.5938,0.6283
229,0.229,0.6884,0.5938,0.6283
230,0.23,0.6884,0.5938,0.6283
231,0.231,0.6884,0.5938,0.6283
232,0.232,0.6884,0.5938,0.6283
233,0.233,0.6884,0.5938,0.6283
234,0.234,0.6884,0.5938,0.6283
235,0.235,0.6884,0.5938,0.6283
236,0.236,0.6884,0.5938,0.6283
237,0.237,0.6884,0.5938,0.6283
238,0.238,0.6884,0.5938,0.6283
239,0.239,0.6884,0.5938,0.6283
240,0.24,0.6884,0.5938,0.6283
241,0.241,0.6884,0.5938,0.6283
242,0.242,0.6884,0.5938,0.6283
243,0.243,0.6884,0.5938,0.6283
244,0.244,0.6884,0.5938,0.6283
245,0.245,0.6835,0.5938,0.6267
246,0.246,0.6835,0.5938,0.6267
247,0.247,0.6835,0.5938,0.6267
248,0.248,0.6835,0.5938,0.6267
249,0.249,0.6835,0.5938,0.6267
250,0.25,0.6835,0.5938,0.6267
251,0.251,0.6835,0.5938,0.6267
252,0.252,0.6835,0.5938,0.6267
253,0.253,0.6763,0.5875,0.6201
254,0.254,0.6763,0.5875,0.6201
255,0.255,0.6763,0.5875,0.6201
256,0.256,0.6763,0.5875,0.6201
257,0.257,0.6763,0.5875,0.6201
258,0.258,0.6763,0.5875,0.6201
259,0.259,0.6763,0.5875,0.6201
260,0.26,0.6763,0.5875,0.6201
261,0.261,0.6763,0.5875,0.6201
262,0.262,0.6763,0.5875,0.6201
263,0.263,0.6763,0.5875,0.6201
264,0.264,0.6763,0.5875,0.6201
265,0.265,0.6763,0.5875,0.6201
266,0.266,0.6714,0.5875,0.6184
267,0.267,0.6714,0.5875,0.6184
268,0.268,0.6786,0.5938,0.625
269,0.269,0.6786,0.5938,0.625
270,0.27,0.6738,0.5938,0.6234
271,0.271,0.6738,0.5938,0.6234
272,0.272,0.6763,0.5875,0.6201
273,0.273,0.6738,0.5938,0.6234
274,0.274,0.6763,0.5875,0.6201
275,0.275,0.6714,0.5875,0.6184
276,0.276,0.6763,0.5875,0.6201
277,0.277,0.6763,0.5875,0.6201
278,0.278,0.6714,0.5875,0.6184
279,0.279,0.6714,0.5875,0.6184
280,0.28,0.6714,0.5875,0.6184
281,0.281,0.6714,0.5875,0.6184
282,0.282,0.6714,0.5875,0.6184
283,0.283,0.6714,0.5875,0.6184
284,0.284,0.6714,0.5875,0.6184
285,0.285,0.6714,0.5875,0.6184
286,0.286,0.6763,0.5875,0.6201
287,0.287,0.6714,0.5875,0.6184
288,0.288,0.6714,0.5875,0.6184
289,0.289,0.6714,0.5875,0.6184
290,0.29,0.6714,0.5875,0.6184
291,0.291,0.6714,0.5875,0.6184
292,0.292,0.6714,0.5875,0.6184
293,0.293,0.6714,0.5875,0.6184
294,0.294,0.6714,0.5875,0.6184
295,0.295,0.6714,0.5875,0.6184
296,0.296,0.6714,0.5875,0.6184
297,0.297,0.6714,0.5875,0.6184
298,0.298,0.6714,0.5875,0.6184
299,0.299,0.6714,0.5875,0.6184
300,0.3,0.6714,0.5875,0.6184
301,0.301,0.6714,0.5875,0.6184
302,0.302,0.6714,0.5875,0.6184
303,0.303,0.6714,0.5875,0.6184
304,0.304,0.6714,0.5875,0.6184
305,0.305,0.6714,0.5875,0.6184
306,0.306,0.6714,0.5875,0.6184
307,0.307,0.6714,0.5875,0.6184
308,0.308,0.6714,0.5875,0.6184
309,0.309,0.6714,0.5875,0.6184
310,0.31,0.6714,0.5875,0.6184
311,0.311,0.6714,0.5875,0.6184
312,0.312,0.6691,0.5812,0.6134
313,0.313,0.6714,0.5875,0.6184
314,0.314,0.6714,0.5875,0.6184
315,0.315,0.6714,0.5875,0.6184
316,0.316,0.6714,0.5875,0.6184
317,0.317,0.6714,0.5875,0.6184
318,0.318,0.6714,0.5875,0.6184
319,0.319,0.6714,0.5875,0.6184
320,0.32,0.6714,0.5875,0.6184
321,0.321,0.6714,0.5875,0.6184
322,0.322,0.6714,0.5875,0.6184
323,0.323,0.6714,0.5875,0.6184
324,0.324,0.6714,0.5875,0.6184
325,0.325,0.6738,0.5938,0.6234
326,0.326,0.6738,0.5938,0.6234
327,0.327,0.6714,0.5875,0.6184
328,0.328,0.6738,0.5938,0.6234
329,0.329,0.6738,0.5938,0.6234
330,0.33,0.6738,0.5938,0.6234
331,0.331,0.6738,0.5938,0.6234
332,0.332,0.6738,0.5938,0.6234
333,0.333,0.669,0.5938,0.6218
334,0.334,0.669,0.5938,0.6218
335,0.335,0.669,0.5938,0.6218
336,0.336,0.6667,0.5875,0.6168
337,0.337,0.6667,0.5875,0.6168
338,0.338,0.6667,0.5875,0.6168
339,0.339,0.6667,0.5875,0.6168
340,0.34,0.669,0.5938,0.6218
341,0.341,0.669,0.5938,0.6218
342,0.342,0.669,0.5938,0.6218
343,0.343,0.669,0.5938,0.6218
344,0.344,0.669,0.5938,0.6218
345,0.345,0.669,0.5938,0.6218
346,0.346,0.669,0.5938,0.6218
347,0.347,0.6738,0.5938,0.6234
348,0.348,0.6714,0.5875,0.6184
349,0.349,0.6714,0.5875,0.6184
350,0.35,0.669,0.5938,0.6218
351,0.351,0.6667,0.5875,0.6168
352,0.352,0.6667,0.5875,0.6168
353,0.353,0.6714,0.5875,0.6184
354,0.354,0.6738,0.5938,0.6234
355,0.355,0.669,0.5938,0.6218
356,0.356,0.669,0.5938,0.6218
357,0.357,0.6714,0.5875,0.6184
358,0.358,0.6714,0.5875,0.6184
359,0.359,0.6714,0.5875,0.6184
360,0.36,0.669,0.5938,0.6218
361,0.361,0.669,0.5938,0.6218
362,0.362,0.669,0.5938,0.6218
363,0.363,0.669,0.5938,0.6218
364,0.364,0.6667,0.5875,0.6168
365,0.365,0.6667,0.5875,0.6168
366,0.366,0.6667,0.5875,0.6168
367,0.367,0.6714,0.5875,0.6184
368,0.368,0.6714,0.5875,0.6184
369,0.369,0.6667,0.5875,0.6168
370,0.37,0.6667,0.5875,0.6168
371,0.371,0.6667,0.5875,0.6168
372,0.372,0.669,0.5938,0.6218
373,0.373,0.669,0.5938,0.6218
374,0.374,0.669,0.5938,0.6218
375,0.375,0.669,0.5938,0.6218
376,0.376,0.669,0.5938,0.6218
377,0.377,0.669,0.5938,0.6218
378,0.378,0.669,0.5938,0.6218
379,0.379,0.669,0.5938,0.6218
380,0.38,0.669,0.5938,0.6218
381,0.381,0.669,0.5938,0.6218
382,0.382,0.669,0.5938,0.6218
383,0.383,0.669,0.5938,0.6218
384,0.384,0.669,0.5938,0.6218
385,0.385,0.669,0.5938,0.6218
386,0.386,0.669,0.5938,0.6218
387,0.387,0.669,0.5938,0.6218
388,0.388,0.669,0.5938,0.6218
389,0.389,0.669,0.5938,0.6218
390,0.39,0.669,0.5938,0.6218
391,0.391,0.669,0.5938,0.6218
392,0.392,0.669,0.5938,0.6218
393,0.393,0.669,0.5938,0.6218
394,0.394,0.6714,0.5875,0.6184
395,0.395,0.6667,0.5875,0.6168
396,0.396,0.6667,0.5875,0.6168
397,0.397,0.6714,0.5875,0.6184
398,0.398,0.6714,0.5875,0.6184
399,0.399,0.6667,0.5875,0.6168
400,0.4,0.6667,0.5875,0.6168
401,0.401,0.6667,0.5875,0.6168
402,0.402,0.6667,0.5875,0.6168
403,0.403,0.6667,0.5875,0.6168
404,0.404,0.6667,0.5875,0.6168
405,0.405,0.6714,0.5875,0.6184
406,0.406,0.6714,0.5875,0.6184
407,0.407,0.6714,0.5875,0.6184
408,0.408,0.6714,0.5875,0.6184
409,0.409,0.6714,0.5875,0.6184
410,0.41,0.6714,0.5875,0.6184
411,0.411,0.6714,0.5875,0.6184
412,0.412,0.6714,0.5875,0.6184
413,0.413,0.6714,0.5875,0.6184
414,0.414,0.6714,0.5875,0.6184
415,0.415,0.6714,0.5875,0.6184
416,0.416,0.6714,0.5875,0.6184
417,0.417,0.6714,0.5875,0.6184
418,0.418,0.6714,0.5875,0.6184
419,0.419,0.6691,0.5812,0.6134
420,0.42,0.6714,0.5875,0.6184
421,0.421,0.6714,0.5875,0.6184
422,0.422,0.6714,0.5875,0.6184
423,0.423,0.6691,0.5812,0.6134
424,0.424,0.6691,0.5812,0.6134
425,0.425,0.6714,0.5875,0.6184
426,0.426,0.6714,0.5875,0.6184
427,0.427,0.6714,0.5875,0.6184
428,0.428,0.6714,0.5875,0.6184
429,0.429,0.6714,0.5875,0.6184
430,0.43,0.6714,0.5875,0.6184
431,0.431,0.6714,0.5875,0.6184
432,0.432,0.6714,0.5875,0.6184
433,0.433,0.6714,0.5875,0.6184
434,0.434,0.6714,0.5875,0.6184
435,0.435,0.6714,0.5875,0.6184
436,0.436,0.6714,0.5875,0.6184
437,0.437,0.6714,0.5875,0.6184
438,0.438,0.6714,0.5875,0.6184
439,0.439,0.6714,0.5875,0.6184
440,0.44,0.6691,0.5812,0.6134
441,0.441,0.6691,0.5812,0.6134
442,0.442,0.6691,0.5812,0.6134
443,0.443,0.6691,0.5812,0.6134
444,0.444,0.6691,0.5812,0.6134
445,0.445,0.6691,0.5812,0.6134
446,0.446,0.6691,0.5812,0.6134
447,0.447,0.6691,0.5812,0.6134
448,0.448,0.6691,0.5812,0.6134
449,0.449,0.6691,0.5812,0.6134
450,0.45,0.6691,0.5812,0.6134
451,0.451,0.6691,0.5812,0.6134
452,0.452,0.6691,0.5812,0.6134
453,0.453,0.6691,0.5812,0.6134
454,0.454,0.6691,0.5812,0.6134
455,0.455,0.6691,0.5812,0.6134
456,0.456,0.6691,0.5812,0.6134
457,0.457,0.6691,0.5812,0.6134
458,0.458,0.6691,0.5812,0.6134
459,0.459,0.6691,0.5812,0.6134
460,0.46,0.6643,0.5812,0.6118
461,0.461,0.6643,0.5812,0.6118
462,0.462,0.6691,0.5812,0.6134
463,0.463,0.6643,0.5812,0.6118
464,0.464,0.6643,0.5812,0.6118
465,0.465,0.6643,0.5812,0.6118
466,0.466,0.6643,0.5812,0.6118
467,0.467,0.6643,0.5812,0.6118
468,0.468,0.6643,0.5812,0.6118
469,0.469,0.6643,0.5812,0.6118
470,0.47,0.6643,0.5812,0.6118
471,0.471,0.6643,0.5812,0.6118
472,0.472,0.6643,0.5812,0.6118
473,0.473,0.6643,0.5812,0.6118
474,0.474,0.6643,0.5812,0.6118
475,0.475,0.6643,0.5812,0.6118
476,0.476,0.6643,0.5812,0.6118
477,0.477,0.6643,0.5812,0.6118
478,0.478,0.6643,0.5812,0.6118
479,0.479,0.6643,0.5812,0.6118
480,0.48,0.6643,0.5812,0.6118
481,0.481,0.6643,0.5812,0.6118
482,0.482,0.6643,0.5812,0.6118
483,0.483,0.6643,0.5812,0.6118
484,0.484,0.6643,0.5812,0.6118
485,0.485,0.6643,0.5812,0.6118
486,0.486,0.6643,0.5812,0.6118
487,0.487,0.6643,0.5812,0.6118
488,0.488,0.6643,0.5812,0.6118
489,0.489,0.6643,0.5812,0.6118
490,0.49,0.6643,0.5812,0.6118
491,0.491,0.6643,0.5812,0.6118
492,0.492,0.6643,0.5812,0.6118
493,0.493,0.6643,0.5812,0.6118
494,0.494,0.6643,0.5812,0.6118
495,0.495,0.6643,0.5812,0.6118
496,0.496,0.6643,0.5812,0.6118
497,0.497,0.6643,0.5812,0.6118
498,0.498,0.6643,0.5812,0.6118
499,0.499,0.6643,0.5812,0.6118
